0,1,2
2,0.71846278,1
2,0.717238482,1
2,0.722410131,2
2,0.717026062,3
2,0.733460329,1
2,0.738545326,1
2,0.745951048,1
2,0.730799534,2
2,0.73618114,2
2,0.745470838,1
2,0.732523053,1
2,0.730917579,1
2,0.741336427,1
2,0.741481961,1
2,0.737877976,1
2,0.730499795,1
2,0.722837768,1
2,0.737286126,1
2,0.720530389,3
2,0.735879342,1
2,0.726666667,2
2,0.729691273,3
2,0.721145777,2
2,0.722879278,2
2,0.720927594,1
2,0.705665588,2
2,0.683058984,2
2,0.711782898,2
2,0.708975555,3
2,0.695933261,2
2,0.708767528,2
2,0.697992409,3
2,0.71396454,2
2,0.69922061,3
2,0.718940921,1
2,0.701467537,1
2,0.683659553,1
2,0.684975816,3
2,0.707165351,2
2,0.712197745,2
2,0.720721204,1
2,0.71895306,3
2,0.725238654,1
2,0.735351,2
2,0.741977485,2
2,0.739875173,2
2,0.744226357,2
2,0.747673386,1
2,0.734448527,2
2,0.68956404,3
2,0.711507007,3
2,0.699814005,2
2,0.701118818,3
2,0.688035097,3
2,0.702429368,2
2,0.695775768,2
2,0.688108662,2
2,0.710291376,2
2,0.689094956,3
2,0.699341385,2
2,0.729688057,3
2,0.733930886,1
2,0.731796471,3
2,0.740816254,2
2,0.733627097,2
2,0.749894041,1
2,0.736813747,2
2,0.748279894,1
2,0.748273967,1
2,0.751913463,1
2,0.757071104,1
2,0.759948007,1
2,0.750243413,1
2,0.730921053,3
2,0.752441683,1
2,0.752030279,1
2,0.733280512,1
2,0.736502784,1
2,0.739414462,1
2,0.747015735,1
2,0.73502106,1
2,0.73185907,3
2,0.753255821,1
2,0.750891599,1
2,0.74522293,1
2,0.732616743,3
2,0.750418582,1
2,0.741498308,1
2,0.732257216,1
2,0.73510571,3
2,0.699194764,2
2,0.723306044,2
2,0.747273911,1
2,0.747639766,1
2,0.739628248,1
2,0.752787959,1
2,0.744605759,2
2,0.732563115,2
2,0.751968907,1
2,0.742847341,2
2,0.763105461,1
2,0.749863472,1
2,0.752790025,2
2,0.749010565,1
2,0.769549474,1
2,0.747730432,2
2,0.755393927,1
2,0.760723179,1
2,0.754568373,1
2,0.734924288,1
2,0.75817687,2
2,0.752153237,1
2,0.751731576,1
2,0.758235811,1
2,0.745489802,1
2,0.756915368,1
2,0.754660385,2
3,0.700617899,2
3,0.712922657,2
3,0.716662745,2
3,0.725884044,3
3,0.714783219,3
3,0.724336199,2
3,0.742777499,2
3,0.741550226,2
3,0.742315271,2
3,0.753704645,2
3,0.737161475,3
3,0.728213326,2
3,0.739855094,2
3,0.72279063,3
3,0.733054504,2
3,0.736020493,3
3,0.740914391,2
3,0.734513621,2
3,0.750384398,2
3,0.738706043,2
3,0.739866194,2
3,0.744469041,2
3,0.733682519,2
3,0.73510671,2
3,0.750351181,2
3,0.732012601,2
3,0.736158999,2
3,0.724105389,2
3,0.742223784,2
3,0.728054714,2
3,0.744069264,2
3,0.719825397,2
3,0.725796236,3
3,0.725471134,2
3,0.717450193,2
3,0.762309711,2
3,0.750630879,2
3,0.699705914,3
3,0.727327991,3
3,0.726940793,2
3,0.736259515,2
3,0.718813706,3
3,0.732568847,3
3,0.733712668,4
3,0.751377419,2
3,0.75263429,2
3,0.745015706,2
3,0.747077881,2
3,0.738008817,2
3,0.743925613,2
3,0.751270792,2
3,0.734305447,2
3,0.74470193,2
3,0.743139227,2
3,0.721210913,3
3,0.762486642,2
3,0.725997527,4
3,0.73588703,2
3,0.742005244,3
3,0.75095491,3
3,0.745710489,4
3,0.759774318,2
3,0.743918397,2
3,0.742995714,2
3,0.750541145,2
3,0.761782832,2
3,0.76042233,2
3,0.755945142,2
3,0.746126136,2
3,0.735756941,2
3,0.742401918,2
3,0.719109736,3
3,0.726567331,3
3,0.741063873,2
3,0.739696901,2
3,0.766738888,2
3,0.733958427,4
3,0.758917219,2
3,0.758833309,3
3,0.762329499,2
3,0.768656164,2
3,0.764781807,2
3,0.76771969,3
3,0.76071741,4
3,0.77500971,2
3,0.76551401,2
3,0.7636807,2
3,0.738387354,2
3,0.760073817,3
3,0.75136421,3
3,0.751293157,2
3,0.752155049,2
3,0.756818267,2
3,0.750204438,2
3,0.759188943,2
3,0.756069103,2
3,0.74204636,3
3,0.734173228,2
3,0.75430388,2
3,0.749020997,2
3,0.753589864,2
3,0.749123213,2
3,0.749946344,2
3,0.752594736,2
3,0.747027107,3
3,0.749521463,2
3,0.74656661,2
3,0.742241585,2
3,0.755831287,2
3,0.750348192,2
3,0.738910961,3
3,0.734831554,3
3,0.744083818,2
3,0.753932976,2
3,0.741362906,2
3,0.746120039,2
3,0.73543819,2
3,0.74511357,2
3,0.71853479,4
3,0.741250393,2
3,0.730528489,2
3,0.736039735,2
3,0.741446829,2
3,0.733985564,2
3,0.727046439,2
3,0.735890155,2
3,0.747094056,3
3,0.755280068,2
3,0.756583024,2
3,0.751649387,2
3,0.751460362,4
3,0.751354757,2
3,0.743576492,3
3,0.753082981,3
3,0.758241758,3
3,0.76481048,3
3,0.752520382,2
3,0.752341177,3
3,0.755781337,3
3,0.749232421,3
3,0.755907603,2
3,0.766499551,2
3,0.757745632,2
3,0.754245232,3
3,0.762102986,2
3,0.762436437,2
3,0.751145763,3
3,0.770295548,2
3,0.755927279,2
