0,1,2
0.0,0.9619330224671471,0.0
0.0,0.9623453856898067,0.0
0.0,0.9642048359997077,0.0
0.0,0.9658909555175116,0.0
0.0,0.9696982839629325,0.0
0.0,0.9217623213142735,0.0
0.0,0.9213185755534168,0.0
0.0,0.9302171713240446,0.0
0.0,0.9295959400468787,0.0
0.0,0.9319708581701202,0.0
0.0,0.9724837074583635,0.0
0.0,0.9349506481151147,0.0
0.0,0.9536163066767039,0.0
0.0,0.9531766948914933,0.0
0.0,0.9466056898497357,0.0
0.0,0.9502422795978882,0.0
0.0,0.942902775004991,0.0
0.0,0.9120197374724538,0.0
0.0,0.940143182249194,0.0
0.0,0.9434074003884967,0.0
0.0,0.9320807562142607,0.0
0.0,0.9310997027830317,0.0
0.0,0.9301285210600144,0.0
0.0,0.9266437589282267,0.0
0.0,0.9257577521636201,0.0
0.0,0.9446517692549795,0.0
0.0,0.9445150926979452,0.0
0.0,0.9450656295576082,0.0
0.0,0.9362160842858887,0.0
0.0,0.9510745121105812,0.0
0.0,0.9483903934593766,0.0
0.0,0.9378379869771548,0.0
0.0,0.9406493113780685,0.0
0.0,0.9469249979417657,0.0
0.0,0.9428680355100485,0.0
0.0,0.9134498574439073,0.0
0.0,0.9242961861255711,0.0
0.0,0.9049626069748914,0.0
0.0,0.9285112775109816,0.0
0.0,0.9263315322269394,0.0
1.0,0.9728620530446828,0.0
1.0,0.9761400784058316,0.0
1.0,0.9744650623730419,0.0
1.0,0.9747589119869723,0.0
1.0,0.9734240199544852,0.0
1.0,0.9332412523020258,0.0
1.0,0.9437276931409446,0.0
1.0,0.941804288105087,0.0
1.0,0.9439408681995869,0.0
1.0,0.9351993370776172,0.0
1.0,0.9438050983627915,0.0
1.0,0.9323512133399612,0.0
1.0,0.9407079646017699,0.0
1.0,0.9465585991678225,0.0
1.0,0.9464501641043358,0.0
1.0,0.9613082314992867,0.0
1.0,0.9596951653614653,0.0
1.0,0.9577377153797064,0.0
1.0,0.9491916499072385,0.0
1.0,0.9562384623737648,0.0
1.0,0.9570128906357365,0.0
1.0,0.9499640824446041,0.0
1.0,0.9546401488847532,0.0
1.0,0.9557882977237816,0.0
1.0,0.957804383455096,0.0
1.0,0.9514019007106564,0.0
1.0,0.9433618285994424,0.0
1.0,0.9528212384826898,1.0
1.0,0.952750898059504,0.0
1.0,0.951042448366994,0.0
1.0,0.9528086654471462,0.0
1.0,0.9552921945239068,0.0
1.0,0.9646283096768893,0.0
1.0,0.9572412127068487,0.0
1.0,0.9565498565134797,0.0
1.0,0.9413020426386873,0.0
1.0,0.9312075216785917,0.0
1.0,0.9367273727235229,0.0
1.0,0.933010946168841,1.0
1.0,0.9313398153244054,0.0
2.0,0.763521223901185,1.0
2.0,0.7686195179352928,1.0
2.0,0.7610987214826922,1.0
2.0,0.7590312300828553,1.0
2.0,0.7792304080270864,1.0
2.0,0.7030842386817686,1.0
2.0,0.7159773266277564,1.0
2.0,0.7300787592758395,1.0
2.0,0.7003078670492587,1.0
2.0,0.7103485505026189,1.0
2.0,0.663421247227015,1.0
2.0,0.6810773083713101,1.0
2.0,0.6489475987745196,1.0
2.0,0.6798799233245325,1.0
2.0,0.6588483850175464,1.0
2.0,0.7684905484102021,1.0
2.0,0.7693294533621202,1.0
2.0,0.7423025813565551,1.0
2.0,0.7472774129187796,1.0
2.0,0.7548920235380241,1.0
2.0,0.7115624770440021,1.0
2.0,0.652845766055381,1.0
2.0,0.6818883174136664,1.0
2.0,0.681803403056248,1.0
2.0,0.6922366671591077,1.0
2.0,0.6959558762818502,1.0
2.0,0.6961436502775972,1.0
2.0,0.7079967689822294,1.0
2.0,0.7060882305062673,1.0
2.0,0.6965383056343737,1.0
2.0,0.7098168581503811,1.0
2.0,0.7138242524727002,1.0
2.0,0.7026769178966272,1.0
2.0,0.7162228019379067,1.0
2.0,0.7057693961193431,1.0
2.0,0.7699016026590318,2.0
2.0,0.7766083108548862,1.0
2.0,0.7631125471190091,1.0
2.0,0.7826079791704431,1.0
2.0,0.794987862084071,1.0
3.0,0.8244281349059028,0.0
3.0,0.8290044790814416,0.0
3.0,0.8306925829766332,0.0
3.0,0.8167953010612338,0.0
3.0,0.812375165863538,0.0
3.0,0.8669780314824425,0.0
3.0,0.8628921125550106,0.0
3.0,0.8599545260764531,0.0
3.0,0.8691377875569473,0.0
3.0,0.86344955967638,0.0
3.0,0.7702315451627694,2.0
3.0,0.8087800260324222,0.0
3.0,0.8211046990931574,0.0
3.0,0.7529023513465731,1.0
3.0,0.7412519737177201,2.0
3.0,0.8515243312922978,1.0
3.0,0.8524964591494303,1.0
3.0,0.8644096193004613,1.0
3.0,0.8542482481450948,1.0
3.0,0.8531567991104331,1.0
3.0,0.7224862586271026,0.0
3.0,0.715271821263734,0.0
3.0,0.7145974881614165,0.0
3.0,0.685977154886749,0.0
3.0,0.6511692210459789,1.0
3.0,0.7978159513552802,1.0
3.0,0.7990983084679848,1.0
3.0,0.797012711498991,1.0
3.0,0.8023532379545208,1.0
3.0,0.806114786340068,1.0
3.0,0.8314943430043688,1.0
3.0,0.8303841543467093,1.0
3.0,0.8245258226691042,1.0
3.0,0.8251424604437245,1.0
3.0,0.8203249714937286,1.0
3.0,0.81687262978946,1.0
3.0,0.8037703985168052,1.0
3.0,0.8072672057629153,1.0
3.0,0.8212949257405159,1.0
3.0,0.8213318171176294,1.0
4.0,0.950469093086699,0.0
4.0,0.9496139284308803,0.0
4.0,0.959776447317766,0.0
4.0,0.9544215037008181,0.0
4.0,0.9491087023185739,0.0
4.0,0.9393769650536663,0.0
4.0,0.9387937480622276,0.0
4.0,0.9419693805042958,0.0
4.0,0.9396459967674538,0.0
4.0,0.9394814977183509,0.0
4.0,0.9221132617959644,0.0
4.0,0.9112321660181583,0.0
4.0,0.9314919530230535,0.0
4.0,0.9359515926475626,1.0
4.0,0.916559548426759,1.0
4.0,0.9472152814308259,1.0
4.0,0.9463549490236185,0.0
4.0,0.9515290201789057,0.0
4.0,0.9494295405488745,1.0
4.0,0.943627019324677,0.0
4.0,0.9505824395751014,0.0
4.0,0.9602240315303635,0.0
4.0,0.9375795529759178,1.0
4.0,0.9500513874614595,0.0
4.0,0.9625871258712587,0.0
4.0,0.9221929614555902,2.0
4.0,0.9247067802056556,1.0
4.0,0.9170473526393109,1.0
4.0,0.9233631865210813,2.0
4.0,0.936266810112964,0.0
4.0,0.9480079322156121,0.0
4.0,0.9378314991881652,0.0
4.0,0.9328106321637015,0.0
4.0,0.9360834885273551,0.0
4.0,0.9412344983089064,0.0
4.0,0.944805652287687,0.0
4.0,0.9384668496934028,0.0
4.0,0.9390126281317991,0.0
4.0,0.9425699619853526,0.0
4.0,0.911098347054694,1.0
5.0,0.9238336637638969,0.0
5.0,0.921798778576176,0.0
5.0,0.9318337623365368,0.0
5.0,0.9359325526461275,0.0
5.0,0.9171617929902363,0.0
5.0,0.9230060684872128,0.0
5.0,0.915749194414608,0.0
5.0,0.9179539123828817,0.0
5.0,0.9187403014852582,0.0
5.0,0.9185144927536232,0.0
5.0,0.9058599884287958,0.0
5.0,0.9090631791665078,0.0
5.0,0.9074728260869566,0.0
5.0,0.919195849546044,0.0
5.0,0.9345719661335842,0.0
5.0,0.9247288530899914,0.0
5.0,0.9285158690690232,0.0
5.0,0.9273724447399037,0.0
5.0,0.9301140499878671,0.0
5.0,0.9211291097015492,0.0
5.0,0.9343607086583913,0.0
5.0,0.914974669127754,0.0
5.0,0.9148536984551515,0.0
5.0,0.9090946033810143,0.0
5.0,0.9208338503536418,0.0
5.0,0.8968961625282167,0.0
5.0,0.8996499745949302,0.0
5.0,0.9105792547314652,0.0
5.0,0.9135348001027309,0.0
5.0,0.9161734440422965,0.0
5.0,0.9290916276181336,0.0
5.0,0.9312899394899056,0.0
5.0,0.9280679760412314,0.0
5.0,0.9156712720867507,0.0
5.0,0.9184971258782039,0.0
5.0,0.9039630949884672,0.0
5.0,0.9120701754385965,0.0
5.0,0.9018315292707592,0.0
5.0,0.9116947436476085,0.0
5.0,0.9099824911537473,0.0
6.0,0.8728360524056172,0.0
6.0,0.8761731631013782,0.0
6.0,0.8588599803587977,0.0
6.0,0.8660762574364521,0.0
6.0,0.8695844936752705,0.0
6.0,0.8230330306196255,0.0
6.0,0.8288082132475725,0.0
6.0,0.8290547050636977,0.0
6.0,0.8248802998461772,0.0
6.0,0.8230622433833876,0.0
6.0,0.8409048594302737,0.0
6.0,0.8409893992932862,0.0
6.0,0.8452680472227598,0.0
6.0,0.8580813492987933,0.0
6.0,0.8521602447002846,0.0
6.0,0.873849827913184,0.0
6.0,0.8770684736091298,0.0
6.0,0.8739010166146907,0.0
6.0,0.8732327159621094,0.0
6.0,0.875141924496168,0.0
6.0,0.8678848097002357,0.0
6.0,0.8638863428047663,0.0
6.0,0.8682044887780549,0.0
6.0,0.8686766320412127,0.0
6.0,0.877595769379595,0.0
6.0,0.7590760025314999,0.0
6.0,0.766775614608498,0.0
6.0,0.7609307717787347,0.0
6.0,0.7630389149039238,0.0
6.0,0.7740711815240433,0.0
6.0,0.7577700288059604,0.0
6.0,0.7568586659732155,0.0
6.0,0.7645366444579043,0.0
6.0,0.7671420496543327,0.0
6.0,0.7648852301929526,0.0
6.0,0.860998518980435,0.0
6.0,0.8254872674300677,0.0
6.0,0.8126353724904898,0.0
6.0,0.821626121542873,0.0
6.0,0.8525165466579387,0.0
7.0,0.9022185490327747,0.0
7.0,0.895924652720093,0.0
7.0,0.9040937690816896,0.0
7.0,0.8983825051759834,0.0
7.0,0.8931493358921266,0.0
7.0,0.8589303393507889,0.0
7.0,0.8614195432686256,0.0
7.0,0.8586429515932484,0.0
7.0,0.8660876052435256,0.0
7.0,0.8733827185549748,0.0
7.0,0.8303619140150595,0.0
7.0,0.8315821378056173,0.0
7.0,0.8446311592138992,0.0
7.0,0.8498197056817074,0.0
7.0,0.8483771845592472,0.0
7.0,0.8697010494338581,1.0
7.0,0.8612427358068843,0.0
7.0,0.8666556873078612,0.0
7.0,0.8689644926459664,0.0
7.0,0.8676775507996322,1.0
7.0,0.8308424756779135,0.0
7.0,0.8464400685647393,0.0
7.0,0.8077487765089723,0.0
7.0,0.8266236385639371,0.0
7.0,0.8214168310322156,0.0
7.0,0.7911788846170461,1.0
